,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,file,a,a_tag,X,X_tag,b,b_tag,grammar category,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y,pred_y_aXb,fold,correctaXb,correctaX+Xb,pred_y_aX_Xb,aXb_correct,aX_Xb_correct
1298,2346,104717,104717,7794,Aran/011126.xml,couldn't,mod~neg,he,pro:sub,E,/e,unknown,NOUN,6,84,Aran,2,couldn't_E,2,2,3,0,0,2,1,1
7059,23330,132761,132761,35838,Aran/020128.xml,into,prep,my,det:poss,great,adj,unknown,DET,4,25,Aran,0,into_great,0,0,3,0,0,0,1,1
4562,12615,384993,384993,10440,Peter/020522.xml,well,n,he,pro:sub,has,v,unknown,NOUN,6,84,Peter,2,well_has,2,2,3,0,0,2,1,1
95,105,335220,335220,50104,Nina/020318.xml,S,/s,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Nina,2,S_don't,2,2,3,0,0,2,1,1
4547,12521,118232,118232,21309,Aran/020100.xml,was,cop,your,det:poss,birthday,n,unknown,DET,4,25,Aran,0,was_birthday,0,0,3,0,0,0,1,1
7116,23619,300674,300674,15558,Nina/020024.xml,on,prep,your,det:poss,ear,n,unknown,DET,4,25,Nina,0,on_ear,0,0,3,0,0,0,1,1
2339,5145,340929,340929,55813,Nina/020328.xml,take,v,them,pro:obj,for,prep,unknown,NOUN,6,72,Nina,1,take_for,1,1,3,0,0,1,1,1
2355,5176,372615,372615,87499,Nina/020528.xml,for,prep,them,pro:obj,is,cop,unknown,NOUN,6,72,Nina,1,for_is,1,1,3,0,0,1,1,1
2929,6885,75,75,75,Anne/011007.xml,then,adv:tem,they,pro:sub,willn't,mod~neg,unknown,NOUN,6,84,Anne,2,then_willn't,2,2,3,0,0,2,1,1
3858,9832,277517,277517,24207,Naomi/020125.xml,if,conj,I,pro:sub,eat,v,unknown,NOUN,6,84,Naomi,2,if_eat,2,2,3,1,0,2,1,1
5986,18374,181111,181111,84188,Aran/020427.xml,and,coord,your,det:poss,other,qn,unknown,DET,4,25,Aran,0,and_other,0,0,3,0,0,0,1,1
1417,2645,367168,367168,82052,Nina/020527.xml,shall,mod,we,pro:sub,use,v,unknown,NOUN,6,84,Nina,2,shall_use,2,2,3,0,0,2,1,1
1944,4038,65384,65384,65384,Anne/020320.xml,there's,pro:exist~cop,his,det:poss,antlers,n,unknown,DET,4,25,Anne,0,there's_antlers,0,0,3,0,0,0,1,1
2020,4228,142337,142337,45414,Aran/020211.xml,S,/s,our,det:poss,toys,n,unknown,DET,4,25,Aran,0,S_toys,0,0,3,0,0,0,1,1
7101,23530,277708,277708,24398,Naomi/020125.xml,persuade,v,her,pro:obj,to,inf,unknown,NOUN,6,72,Naomi,1,persuade_to,1,1,3,0,0,1,1,1
4662,12956,338664,338664,53548,Nina/020328.xml,are,cop,they,pro:sub,carrying,part,unknown,NOUN,6,84,Nina,2,are_carrying,2,2,3,0,0,2,1,1
3744,9460,56540,56540,56540,Anne/020212.xml,put,v,her,pro:obj,pajamas,n,unknown,NOUN,6,72,Anne,1,put_pajamas,0,1,3,1,1,1,1,1
6751,21885,362558,362558,77442,Nina/020526.xml,is,cop,my,det:poss,daughter,n,unknown,DET,4,25,Nina,0,is_daughter,0,0,3,0,0,0,1,1
6502,20672,187570,187570,90647,Aran/020503.xml,are,cop,we,pro:sub,behaving,part,unknown,NOUN,6,84,Aran,2,are_behaving,2,2,3,0,0,2,1,1
501,738,349262,349262,64146,Nina/020426.xml,pop,v,them,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,pop_E,1,1,3,1,0,1,1,1
1250,2244,222132,222132,14405,Eve/010900b.xml,from,prep,your,det:poss,cup,n,unknown,DET,4,25,Eve,0,from_cup,0,0,3,0,0,0,1,1
3926,10098,247171,247171,39444,Eve/020200b.xml,mouth,n,I,pro:sub,must,mod,unknown,NOUN,6,84,Eve,2,mouth_must,2,2,3,0,0,2,1,1
2260,4896,64948,64948,64948,Anne/020320.xml,round,adv,him,pro:obj,then,adv:tem,unknown,NOUN,6,72,Anne,1,round_then,1,1,3,1,0,1,1,1
1686,3325,219578,219578,11851,Eve/010900a.xml,change,v,her,pro:obj,E,/e,unknown,NOUN,6,72,Eve,1,change_E,1,1,3,0,0,1,1,1
328,420,93117,93117,93117,Anne/020604.xml,is,cop,he,pro:sub,really,adv,unknown,NOUN,6,84,Anne,2,is_really,2,2,3,2,0,2,1,1
5496,16216,369396,369396,84280,Nina/020527.xml,to,prep,my,det:poss,baby,n,unknown,DET,4,25,Nina,0,to_baby,0,0,3,0,0,0,1,1
5038,14344,275206,275206,21896,Naomi/020107.xml,threatened,v,her,det:poss,so,adv,unknown,DET,4,25,Naomi,0,threatened_so,0,0,3,0,0,0,1,1
4162,11062,271225,271225,17915,Naomi/011130.xml,what's,pro:int~cop,your,det:poss,Mommy's,adj,unknown,DET,4,25,Naomi,0,what's_Mommy's,0,0,3,0,0,0,1,1
1343,2461,237772,237772,30045,Eve/020100a.xml,else,post,we,pro:sub,have,v,unknown,NOUN,6,84,Eve,2,else_have,2,2,3,2,0,2,1,1
4491,12301,23376,23376,23376,Anne/020015.xml,that,comp,my,det:poss,dinner,n,unknown,DET,4,25,Anne,0,that_dinner,0,0,3,0,0,0,1,1
1908,3945,126318,126318,29395,Aran/020107.xml,got,part,your,det:poss,fire,n,unknown,DET,4,25,Aran,0,got_fire,0,0,3,0,0,0,1,1
5994,18398,312864,312864,27748,Nina/020129.xml,bite,v,her,det:poss,toes,n,unknown,DET,4,25,Nina,0,bite_toes,0,0,3,0,0,0,1,1
6771,21986,101227,101227,4304,Aran/011112.xml,that's,pro:dem~cop,your,det:poss,traffic,n,unknown,DET,4,25,Aran,0,that's_traffic,0,0,3,0,0,0,1,1
5874,17874,64965,64965,64965,Anne/020320.xml,and,coord,his,det:poss,body,n,unknown,DET,4,25,Anne,0,and_body,0,0,3,0,0,0,1,1
4139,10980,282114,282114,28804,Naomi/020430.xml,no,co,we,pro:sub,just,adv,unknown,NOUN,6,84,Naomi,2,no_just,2,2,3,0,0,2,1,1
5007,14213,3579,3579,3579,Anne/011021.xml,aren't,aux~neg,they,pro:sub,Anne,n:prop,unknown,NOUN,6,84,Anne,2,aren't_Anne,2,2,3,0,0,2,1,1
5459,16037,372170,372170,87054,Nina/020528.xml,like,prep,your,det:poss,Dolly,n:prop,unknown,DET,4,25,Nina,0,like_Dolly,0,0,3,0,0,0,1,1
1351,2486,309313,309313,24197,Nina/020122.xml,like,v,our,det:poss,snowman,n,unknown,DET,4,25,Nina,0,like_snowman,0,0,3,0,0,0,1,1
3092,7383,58141,58141,58141,Anne/020212.xml,have,v,your,det:poss,cake,n,unknown,DET,4,25,Anne,0,have_cake,0,0,3,-1,0,0,1,1
3150,7567,200796,200796,103873,Aran/020524.xml,should,mod,I,pro:sub,pull,v,unknown,NOUN,6,84,Aran,2,should_pull,2,2,3,0,0,2,1,1
1817,3706,270286,270286,16976,Naomi/011123.xml,covered,v,your,det:poss,eyes,n,unknown,DET,4,25,Naomi,0,covered_eyes,0,0,3,0,0,0,1,1
1002,1704,231890,231890,24163,Eve/011100b.xml,are,cop,your,det:poss,mittens,n,unknown,DET,4,25,Eve,0,are_mittens,0,0,3,0,0,0,1,1
1326,2420,300683,300683,15567,Nina/020024.xml,on,prep,her,det:poss,ears,n,unknown,DET,4,25,Nina,0,on_ears,0,0,3,0,0,0,1,1
2035,4267,367053,367053,81937,Nina/020527.xml,is,cop,he,pro:sub,cute,adj,unknown,NOUN,6,84,Nina,2,is_cute,2,2,3,0,0,2,1,1
1389,2575,250302,250302,42575,Eve/020300a.xml,and,coord,your,det:poss,socks,n,unknown,DET,4,25,Eve,0,and_socks,0,0,3,0,0,0,1,1
5655,16891,259460,259460,6150,Naomi/011010a.xml,of,prep,your,det:poss,Familia,n:prop,unknown,DET,4,25,Naomi,0,of_Familia,0,0,3,0,0,0,1,1
650,1008,348326,348326,63210,Nina/020418.xml,but,conj,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Nina,2,but_don't,2,2,3,0,0,2,1,1
4673,13010,383311,383311,8758,Peter/020503.xml,was,cop,he,pro:sub,trying,part,unknown,NOUN,6,84,Peter,2,was_trying,2,2,3,0,0,2,1,1
6162,19176,184187,184187,87264,Aran/020427.xml,S,/s,he,pro:sub,gives,v,unknown,NOUN,6,84,Aran,2,S_gives,2,2,3,0,0,2,1,1
4936,13929,126507,126507,29584,Aran/020107.xml,with,prep,your,det:poss,trucks,n,unknown,DET,4,25,Aran,0,with_trucks,0,0,3,0,0,0,1,1
124,140,130948,130948,34025,Aran/020121.xml,of,prep,your,det:poss,hat,n,unknown,DET,4,25,Aran,0,of_hat,0,0,3,0,0,0,1,1
3236,7829,149307,149307,52384,Aran/020225.xml,knocked,part,our,det:poss,car,n,unknown,DET,4,25,Aran,0,knocked_car,0,0,3,0,0,0,1,1
122,137,35433,35433,35433,Anne/020029.xml,from,prep,your,det:poss,party,n,unknown,DET,4,25,Anne,0,from_party,0,0,3,0,0,0,1,1
3072,7314,351085,351085,65969,Nina/020426.xml,where,pro:int,I,pro:sub,hid,v,unknown,NOUN,6,84,Nina,2,where_hid,2,2,3,1,0,2,1,1
1322,2413,354987,354987,69871,Nina/020524.xml,that,pro:rel,I,pro:sub,made,v,unknown,NOUN,6,84,Nina,2,that_made,2,2,3,2,0,2,1,1
7174,23881,338492,338492,53376,Nina/020328.xml,has,aux,his,det:poss,dog,n,unknown,DET,4,25,Nina,0,has_dog,0,0,3,0,0,0,1,1
3120,7471,217928,217928,10201,Eve/010800.xml,fixed,v,your,det:poss,puzzle,n,unknown,DET,4,25,Eve,0,fixed_puzzle,0,0,3,0,0,0,1,1
1093,1910,361190,361190,76074,Nina/020525.xml,and,coord,your,det:poss,shovel,n,unknown,DET,4,25,Nina,0,and_shovel,0,0,3,0,0,0,1,1
5019,14261,40181,40181,40181,Anne/020108.xml,like,co,he,pro:sub,comes,v,unknown,NOUN,6,84,Anne,2,like_comes,2,2,3,0,0,2,1,1
2369,5206,372094,372094,86978,Nina/020528.xml,in,prep,her,det:poss,eyes,n,unknown,DET,4,25,Nina,0,in_eyes,0,0,3,0,0,0,1,1
5468,16065,342951,342951,57835,Nina/020406.xml,sudden,adj,she,pro:sub,woke,v,unknown,NOUN,6,84,Nina,2,sudden_woke,2,2,3,0,0,2,1,1
6756,21925,116787,116787,19864,Aran/020009.xml,shall,mod,we,pro:sub,push,v,unknown,NOUN,6,84,Aran,2,shall_push,2,2,3,2,0,2,1,1
3662,9210,244124,244124,36397,Eve/020200a.xml,have,v,your,det:poss,dish,n,unknown,DET,4,25,Eve,0,have_dish,0,0,3,0,0,0,1,1
3897,9999,233679,233679,25952,Eve/020000b.xml,that's,pro:dem~cop,your,det:poss,friend,n,unknown,DET,4,25,Eve,0,that's_friend,0,0,3,0,0,0,1,1
3082,7339,358469,358469,73353,Nina/020525.xml,on,prep,his,det:poss,tail,n,unknown,DET,4,25,Nina,0,on_tail,0,0,3,-1,0,0,1,1
149,172,246069,246069,38342,Eve/020200b.xml,honey,co,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Eve,2,honey_don't,2,2,3,0,0,2,1,1
1181,2085,331075,331075,45959,Nina/020314.xml,train,n,I,pro:sub,see,v,unknown,NOUN,6,84,Nina,2,train_see,2,2,3,2,0,2,1,1
3187,7672,192332,192332,95409,Aran/020517.xml,does,mod,his,det:poss,tummy,n,unknown,DET,4,25,Aran,0,does_tummy,0,0,3,0,0,0,1,1
770,1217,29469,29469,29469,Anne/020017.xml,says,v,I,pro:sub,want,v,unknown,NOUN,6,84,Anne,2,says_want,2,2,3,0,0,2,1,1
1118,1957,66059,66059,66059,Anne/020320.xml,in,prep,your,det:poss,pram,n,unknown,DET,4,25,Anne,0,in_pram,0,0,3,0,0,0,1,1
5301,15402,256575,256575,3265,Naomi/010800.xml,all,qn,your,det:poss,dollies,n,unknown,DET,4,25,Naomi,0,all_dollies,0,0,3,0,0,0,1,1
1378,2558,287370,287370,2254,Nina/011116.xml,untie,v,my,det:poss,shoe,n,unknown,DET,4,25,Nina,0,untie_shoe,0,0,3,0,0,0,1,1
3437,8478,314098,314098,28982,Nina/020129.xml,that's,pro:dem~cop,his,det:poss,jacket,n,unknown,DET,4,25,Nina,0,that's_jacket,0,0,3,0,0,0,1,1
3796,9620,21978,21978,21978,Anne/011120.xml,do,v,his,det:poss,face,n,unknown,DET,4,25,Anne,0,do_face,0,0,3,-1,0,0,1,1
362,477,370902,370902,85786,Nina/020528.xml,is,cop,their,det:poss,stove,n,unknown,DET,4,25,Nina,0,is_stove,0,0,3,0,0,0,1,1
3388,8345,213084,213084,5357,Eve/010600b.xml,S,/s,your,det:poss,book,n,unknown,DET,4,25,Eve,0,S_book,0,0,3,0,0,0,1,1
4705,13112,177792,177792,80869,Aran/020420.xml,of,prep,your,det:poss,orange,adj,unknown,DET,4,25,Aran,0,of_orange,0,0,3,0,0,0,1,1
6030,18610,160519,160519,63596,Aran/020302.xml,where's,pro:int~cop,my,det:poss,best,adj,unknown,DET,4,25,Aran,0,where's_best,0,0,3,0,0,0,1,1
239,291,260896,260896,7586,Naomi/011010b.xml,wash,v,your,det:poss,hair,n,unknown,DET,4,25,Naomi,0,wash_hair,0,0,3,0,0,0,1,1
5465,16057,320891,320891,35775,Nina/020212.xml,found,v,your,det:poss,nurse,n,unknown,DET,4,25,Nina,0,found_nurse,0,0,3,0,0,0,1,1
3494,8671,180214,180214,83291,Aran/020427.xml,miss,v,your,det:poss,bath,n,unknown,DET,4,25,Aran,0,miss_bath,0,0,3,0,0,0,1,1
3866,9861,98172,98172,1249,Aran/011112.xml,out_of,prep,your,det:poss,toy,n,unknown,DET,4,25,Aran,0,out_of_toy,0,0,3,-1,0,0,1,1
1116,1953,234784,234784,27057,Eve/020000b.xml,take,v,your,det:poss,word,n,unknown,DET,4,25,Eve,0,take_word,0,0,3,0,0,0,1,1
2084,4415,289108,289108,3992,Nina/011124.xml,it's,pro:per~cop,your,det:poss,doggy,adj,unknown,DET,4,25,Nina,0,it's_doggy,0,0,3,0,0,0,1,1
2777,6445,272822,272822,19512,Naomi/020018.xml,putting,part,your,det:poss,what,pro:int,unknown,DET,4,25,Naomi,0,putting_what,0,0,3,0,0,0,1,1
1611,3144,222624,222624,14897,Eve/010900b.xml,finish,v,your,det:poss,grape,n,unknown,DET,4,25,Eve,0,finish_grape,0,0,3,0,0,0,1,1
6055,18732,211083,211083,3356,Eve/010600b.xml,changes,v,your,det:poss,diaper,n,unknown,DET,4,25,Eve,0,changes_diaper,0,0,3,0,0,0,1,1
4935,13927,335433,335433,50317,Nina/020318.xml,there's,pro:exist~cop,his,det:poss,bottom,n,unknown,DET,4,25,Nina,0,there's_bottom,0,0,3,0,0,0,1,1
5442,15953,326753,326753,41637,Nina/020305.xml,on,prep,his,det:poss,on,prep,unknown,DET,4,25,Nina,0,on_on,0,0,3,0,0,0,1,1
6539,20852,80537,80537,80537,Anne/020414.xml,is,cop,her,det:poss,pajamas,n,unknown,DET,4,25,Anne,0,is_pajamas,0,0,3,0,0,0,1,1
5984,18371,172554,172554,75631,Aran/020413.xml,well,co,your,det:poss,hut,n,unknown,DET,4,25,Aran,0,well_hut,0,0,3,0,0,0,1,1
4701,13100,362389,362389,77273,Nina/020526.xml,up,adv,our,det:poss,new,adj,unknown,DET,4,25,Nina,0,up_new,0,0,3,0,0,0,1,1
2899,6783,171485,171485,74562,Aran/020413.xml,asked,v,me,pro:obj,to,inf,unknown,NOUN,6,72,Aran,1,asked_to,1,1,4,0,0,1,1,1
511,762,322767,322767,37651,Nina/020228.xml,cover,v,me,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,cover_E,1,1,4,0,0,1,1,1
6933,22757,299820,299820,14704,Nina/020017.xml,let,v,me,pro:obj,try,v,unknown,NOUN,6,72,Nina,1,let_try,1,1,4,0,0,1,1,1
1536,2941,29433,29433,29433,Anne/020017.xml,like,v,me,pro:obj,to,inf,unknown,NOUN,6,72,Anne,1,like_to,1,1,4,0,0,1,1,1
147,170,94245,94245,94245,Anne/020604.xml,wake,v,me,pro:obj,up,adv,unknown,NOUN,6,72,Anne,1,wake_up,1,1,4,0,0,1,1,1
6326,19894,237159,237159,29432,Eve/020100a.xml,see,v,them,pro:obj,come,v,unknown,NOUN,6,72,Eve,1,see_come,0,1,4,1,1,1,1,1
3769,9548,82193,82193,82193,Anne/020502.xml,call,v,her,pro:obj,Sophie,n:prop,unknown,NOUN,6,72,Anne,1,call_Sophie,1,1,4,0,0,1,1,1
3676,9255,306787,306787,21671,Nina/020115.xml,let,v,me,pro:obj,in,adv,unknown,NOUN,6,72,Nina,1,let_in,1,1,4,0,0,1,1,1
2110,4484,159726,159726,62803,Aran/020302.xml,brought,part,them,pro:obj,all,adv,unknown,NOUN,6,72,Aran,1,brought_all,1,1,4,0,0,1,1,1
6073,18790,178747,178747,81824,Aran/020427.xml,oh,co,we,pro:sub,won't,mod~neg,unknown,NOUN,6,84,Aran,2,oh_won't,2,2,4,0,0,2,1,1
1095,1912,153646,153646,56723,Aran/020225.xml,are,cop,they,pro:sub,coming,part,unknown,NOUN,6,84,Aran,2,are_coming,2,2,4,0,0,2,1,1
2489,5592,385706,385706,11153,Peter/020616.xml,yes,co,we,pro:sub,miss,v,unknown,NOUN,6,84,Peter,2,yes_miss,2,2,4,0,0,2,1,1
7045,23265,369300,369300,84184,Nina/020527.xml,here,adv,he,pro:sub,turned,v,unknown,NOUN,6,84,Nina,2,here_turned,2,2,4,0,0,2,1,1
4933,13925,147189,147189,50266,Aran/020218.xml,cuddling,part,him,pro:obj,E,/e,unknown,NOUN,6,72,Aran,1,cuddling_E,1,1,4,0,0,1,1,1
4201,11172,232877,232877,25150,Eve/020000a.xml,as_soon_as,conj,she,pro:sub,eats,v,unknown,NOUN,6,84,Eve,2,as_soon_as_eats,2,2,4,0,0,2,1,1
6043,18681,297927,297927,12811,Nina/020010.xml,guess,v,she,pro:sub,didn't,mod~neg,unknown,NOUN,6,84,Nina,2,guess_didn't,2,2,4,0,0,2,1,1
711,1109,278251,278251,24941,Naomi/020200.xml,no,co,they,pro:sub,like,v,unknown,NOUN,6,84,Naomi,2,no_like,2,2,4,2,0,2,1,1
1636,3196,334063,334063,48947,Nina/020314.xml,tear,v,him,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,tear_E,1,1,4,0,0,1,1,1
6064,18762,74037,74037,74037,Anne/020400.xml,a_lot_of,qn,them,pro:obj,aren't,aux~neg,unknown,NOUN,6,72,Anne,1,a_lot_of_aren't,1,1,4,0,0,1,1,1
4017,10422,104008,104008,7085,Aran/011126.xml,is,cop,he,pro:sub,one,pro:indef,unknown,NOUN,6,84,Aran,2,is_one,2,2,4,0,0,2,1,1
3132,7507,89948,89948,89948,Anne/020525.xml,is,cop,he,pro:sub,building,n,unknown,NOUN,6,84,Anne,2,is_building,2,2,4,0,0,2,1,1
4849,13636,117506,117506,20583,Aran/020009.xml,lift,v,him,pro:obj,out,adv,unknown,NOUN,6,72,Aran,1,lift_out,1,1,4,0,0,1,1,1
5010,14236,23613,23613,23613,Anne/020015.xml,forget,v,me,pro:obj,E,/e,unknown,NOUN,6,72,Anne,1,forget_E,1,1,4,0,0,1,1,1
2833,6600,94629,94629,94629,Anne/020604.xml,showing,part,him,pro:obj,here,adv,unknown,NOUN,6,72,Anne,1,showing_here,1,1,4,0,0,1,1,1
4848,13633,334566,334566,49450,Nina/020318.xml,can,mod,I,pro:sub,comb,v,unknown,NOUN,6,84,Nina,2,can_comb,2,2,4,0,0,2,1,1
5367,15660,102709,102709,5786,Aran/011126.xml,are,cop,we,pro:sub,today,adv:tem,unknown,NOUN,6,84,Aran,2,are_today,2,2,4,0,0,2,1,1
4970,14062,353429,353429,68313,Nina/020426.xml,to,prep,me,pro:obj,here,adv,unknown,NOUN,6,72,Nina,1,to_here,1,1,4,0,0,1,1,1
6089,18871,364673,364673,79557,Nina/020526.xml,make,v,him,pro:obj,bend,v,unknown,NOUN,6,72,Nina,1,make_bend,1,1,4,0,0,1,1,1
189,219,184755,184755,87832,Aran/020503.xml,does,mod,he,pro:sub,needta,v~inf,unknown,NOUN,6,84,Aran,2,does_needta,2,2,4,0,0,2,1,1
4256,11391,114658,114658,17735,Aran/020009.xml,let,v,me,pro:obj,E,/e,unknown,NOUN,6,72,Aran,1,let_E,1,1,4,0,0,1,1,1
2532,5689,70018,70018,70018,Anne/020328.xml,then,adv:tem,they,pro:sub,try,v,unknown,NOUN,6,84,Anne,2,then_try,2,2,4,0,0,2,1,1
1506,2854,37254,37254,37254,Anne/020108.xml,to,prep,him,pro:obj,I,pro:sub,unknown,NOUN,6,72,Anne,1,to_I,1,1,4,0,0,1,1,1
5943,18150,131843,131843,34920,Aran/020121.xml,help,v,me,pro:obj,won't,mod~neg,unknown,NOUN,6,72,Aran,1,help_won't,1,1,4,0,0,1,1,1
3544,8808,244368,244368,36641,Eve/020200a.xml,ask,v,me,pro:obj,and,coord,unknown,NOUN,6,72,Eve,1,ask_and,1,1,4,0,0,1,1,1
3869,9874,383988,383988,9435,Peter/020503.xml,think,v,she,pro:sub,learned,v,unknown,NOUN,6,84,Peter,2,think_learned,0,2,4,1,2,2,1,1
1633,3188,161052,161052,64129,Aran/020315.xml,is,cop,he,pro:sub,being,n,unknown,NOUN,6,84,Aran,2,is_being,2,2,4,0,0,2,1,1
6418,20319,173896,173896,76973,Aran/020420.xml,make,v,your,det:poss,mind,n,unknown,DET,4,25,Aran,0,make_mind,0,0,4,0,0,0,1,1
7072,23392,333158,333158,48042,Nina/020314.xml,me,pro:obj,her,det:poss,bottle,n,unknown,DET,4,25,Nina,0,me_bottle,0,0,4,0,0,0,1,1
1926,3991,319107,319107,33991,Nina/020212.xml,around,adv,I,pro:sub,see,v,unknown,NOUN,6,84,Nina,2,around_see,2,2,4,0,0,2,1,1
3785,9587,213317,213317,5590,Eve/010700a.xml,drinking,part,his,det:poss,coffee,n,unknown,DET,4,25,Eve,0,drinking_coffee,0,0,4,0,0,0,1,1
6139,19074,276117,276117,22807,Naomi/020109.xml,S,/s,I,pro:sub,loving,part,unknown,NOUN,6,84,Naomi,2,S_loving,2,2,4,0,0,2,1,1
5722,17192,230645,230645,22918,Eve/011100b.xml,that's,pro:dem~cop,my,det:poss,spot,n,unknown,DET,4,25,Eve,0,that's_spot,0,0,4,0,0,0,1,1
3511,8727,310114,310114,24998,Nina/020122.xml,of,prep,your,det:poss,bicycle,n,unknown,DET,4,25,Nina,0,of_bicycle,0,0,4,0,0,0,1,1
1783,3614,254530,254530,1220,Naomi/010616.xml,eating,part,her,det:poss,curds,n,unknown,DET,4,25,Naomi,0,eating_curds,0,0,4,0,0,0,1,1
1662,3268,1018,1018,1018,Anne/011007.xml,get,v,them,pro:obj,currants,n,unknown,NOUN,6,72,Anne,1,get_currants,1,1,4,0,0,1,1,1
4680,13037,33569,33569,33569,Anne/020029.xml,got,v,your,det:poss,money,n,unknown,DET,4,25,Anne,0,got_money,0,0,4,0,0,0,1,1
1311,2375,315794,315794,30678,Nina/020206.xml,was,cop,he,pro:sub,swinging,part,unknown,NOUN,6,84,Nina,2,was_swinging,2,2,4,2,0,2,1,1
4866,13705,156233,156233,59310,Aran/020302.xml,collect,v,his,det:poss,pension,n,unknown,DET,4,25,Aran,0,collect_pension,0,0,4,0,0,0,1,1
7246,24323,23749,23749,23749,Anne/020015.xml,for,prep,my,det:poss,milk,n,unknown,DET,4,25,Anne,0,for_milk,0,0,4,0,0,0,1,1
3508,8715,114343,114343,17420,Aran/020009.xml,that,pro:rel,we,pro:sub,can,mod,unknown,NOUN,6,84,Aran,2,that_can,2,2,4,0,0,2,1,1
7201,24058,271439,271439,18129,Naomi/020002.xml,alright,adj,we,pro:sub,didn't,mod~neg,unknown,NOUN,6,84,Naomi,2,alright_didn't,2,2,4,0,0,2,1,1
3165,7606,96592,96592,96592,Anne/020604.xml,if,conj,she,pro:sub,took,v,unknown,NOUN,6,84,Anne,2,if_took,2,2,4,0,0,2,1,1
5434,15924,289583,289583,4467,Nina/011124.xml,here's,pro:exist~cop,your,det:poss,puppet,n,unknown,DET,4,25,Nina,0,here's_puppet,0,0,4,0,0,0,1,1
3510,8725,86760,86760,86760,Anne/020504.xml,where's,pro:int~cop,your,det:poss,camel,n,unknown,DET,4,25,Anne,0,where's_camel,0,0,4,0,0,0,1,1
4175,11095,193727,193727,96804,Aran/020517.xml,of,prep,them,pro:obj,wasn't,cop~neg,unknown,NOUN,6,72,Aran,1,of_wasn't,0,1,4,1,1,1,1,1
1410,2621,19283,19283,19283,Anne/011120.xml,says,v,I,pro:sub,like,co,unknown,NOUN,6,84,Anne,2,says_like,2,2,4,0,0,2,1,1
428,599,3636,3636,3636,Anne/011021.xml,take,v,her,det:poss,dress,n,unknown,DET,4,25,Anne,0,take_dress,0,0,4,0,0,0,1,1
6480,20591,374122,374122,89006,Nina/020528.xml,are,cop,they,pro:sub,using,n:gerund,unknown,NOUN,6,84,Nina,2,are_using,2,2,4,0,0,2,1,1
6622,21266,271234,271234,17924,Naomi/011130.xml,what's,pro:int~cop,your,det:poss,dolly's,adj,unknown,DET,4,25,Naomi,0,what's_dolly's,0,0,4,0,0,0,1,1
5300,15397,326095,326095,40979,Nina/020228.xml,of,prep,your,det:poss,dollies,n,unknown,DET,4,25,Nina,0,of_dollies,0,0,4,0,0,0,1,1
4275,11450,205825,205825,108902,Aran/020610.xml,have,v,him,pro:obj,on,prep,unknown,NOUN,6,72,Aran,1,have_on,1,1,4,0,0,1,1,1
4529,12433,156803,156803,59880,Aran/020302.xml,frighten,v,them,pro:obj,won't,mod~neg,unknown,NOUN,6,72,Aran,1,frighten_won't,2,1,4,0,-1,1,1,1
4153,11028,259105,259105,5795,Naomi/011003.xml,what,pro:int,your,det:poss,toes,n,unknown,DET,4,25,Naomi,0,what_toes,0,0,4,0,0,0,1,1
1121,1960,373548,373548,88432,Nina/020528.xml,hug,v,him,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,hug_E,1,1,4,0,0,1,1,1
4522,12399,258305,258305,4995,Naomi/010910.xml,hurt,v,your,det:poss,finger,n,unknown,DET,4,25,Naomi,0,hurt_finger,0,0,4,0,0,0,1,1
4180,11111,212302,212302,4575,Eve/010600b.xml,keep,v,your,det:poss,fingers,n,unknown,DET,4,25,Eve,0,keep_fingers,0,0,4,0,0,0,1,1
1469,2773,59524,59524,59524,Anne/020301.xml,was,cop,my,det:poss,fault,n,unknown,DET,4,25,Anne,0,was_fault,0,0,4,0,0,0,1,1
2989,7059,216388,216388,8661,Eve/010700b.xml,S,/s,your,det:poss,stool,n,unknown,DET,4,25,Eve,0,S_stool,0,0,4,0,0,0,1,1
3899,10006,166705,166705,69782,Aran/020413.xml,are,cop,they,pro:sub,right,n,unknown,NOUN,6,84,Aran,2,are_right,2,2,4,0,0,2,1,1
2319,5085,59190,59190,59190,Anne/020301.xml,what're,pro:int~cop,we,pro:sub,gonna,part,unknown,NOUN,6,84,Anne,2,what're_gonna,2,2,4,0,0,2,1,1
4864,13698,156661,156661,59738,Aran/020302.xml,did,mod,they,pro:sub,eat,v,unknown,NOUN,6,84,Aran,2,did_eat,2,2,4,0,0,2,1,1
803,1295,234190,234190,26463,Eve/020000b.xml,in,prep,your,det:poss,room,n,unknown,DET,4,25,Eve,0,in_room,0,0,4,0,0,0,1,1
6580,21051,85052,85052,85052,Anne/020502.xml,for,prep,her,pro:obj,we,pro:sub,unknown,NOUN,6,72,Anne,1,for_we,1,1,4,0,0,1,1,1
