,Unnamed: 0,file,a,a_tag,X,X_tag,b,b_tag,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y_aX_Xb,pred_y_aXb,fold,aXb_correct,aX_Xb_correct
10867,14536,Anne/020210.xml,put,v,them,pro:obj,E,/e,NOUN,6,72,Anne,1,put_E,1,1,5,1,1
23381,21911,Naomi/011017.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Naomi,1,want_to,1,1,5,1,1
7769,12071,Nina/020406.xml,S,/s,we,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,5,1,1
6176,6229,Aran/020517.xml,S,/s,I,pro:sub,thought,v,NOUN,6,84,Aran,2,S_thought,2,2,5,1,1
22867,5524,Anne/020502.xml,all,adv,my,det:poss,animals,n,DET,4,25,Anne,0,all_animals,0,0,5,1,1
13570,14201,Nina/020305.xml,did,mod,he,pro:sub,kiss,v,NOUN,6,84,Nina,2,did_kiss,2,2,5,1,1
5422,541,Anne/020108.xml,leave,v,your,det:poss,baby,n,DET,4,25,Anne,0,leave_baby,0,0,5,1,1
14266,15324,Anne/020604.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,5,1,1
17467,6057,Anne/011106.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,there_go,2,2,5,1,1
5151,22893,Anne/020604.xml,hasn't,aux~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,hasn't_E,2,2,5,1,1
17501,11890,Nina/020003.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Nina,1,want_to,1,1,5,1,1
2569,18918,Aran/020121.xml,is,cop,he,pro:sub,going,part,NOUN,6,84,Aran,2,is_going,2,2,5,1,1
15340,14393,Nina/020122.xml,touch,v,him,pro:obj,E,/e,NOUN,6,72,Nina,1,touch_E,1,1,5,1,1
19235,18251,Nina/020122.xml,leave,v,them,pro:obj,up,prep,NOUN,6,72,Nina,1,leave_up,1,1,5,1,1
3255,22418,Aran/011112.xml,S,/s,we,pro:sub,hadta,mod~inf,NOUN,6,84,Aran,2,S_hadta,2,2,5,1,1
3789,15118,Nina/020524.xml,did,mod,we,pro:sub,see,v,NOUN,6,84,Nina,2,did_see,2,2,5,1,1
9807,7184,Anne/020017.xml,think,v,they,pro:sub,have,v,NOUN,6,84,Anne,2,think_have,2,2,5,1,1
3402,5679,Aran/020503.xml,help,v,me,pro:obj,please,co,NOUN,6,72,Aran,1,help_please,1,1,5,1,1
6510,10544,Aran/011126.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Aran,2,shall_put,2,2,5,1,1
14493,12474,Anne/020400.xml,don't,mod~neg,they,pro:sub,E,/e,NOUN,6,84,Anne,2,don't_E,2,2,5,1,1
16894,8891,Nina/020527.xml,did,mod,he,pro:sub,break,v,NOUN,6,84,Nina,2,did_break,2,2,5,1,1
24239,18063,Aran/020610.xml,give,v,her,pro:obj,a,det:art,NOUN,6,72,Aran,1,give_a,1,1,5,1,1
19514,217,Anne/020017.xml,telling,part,me,pro:obj,isn't,cop~neg,NOUN,6,72,Anne,1,telling_isn't,1,1,5,1,1
18632,4962,Anne/020120.xml,don't,mod~neg,we,pro:sub,get,v,NOUN,6,84,Anne,2,don't_get,2,2,5,1,1
3538,10807,Nina/020528.xml,isn't,cop~neg,she,pro:sub,E,/e,NOUN,6,84,Nina,2,isn't_E,2,2,5,1,1
21660,4352,Naomi/020321.xml,don't,mod~neg,we,pro:sub,do,v,NOUN,6,84,Naomi,2,don't_do,2,2,5,1,1
7509,13564,Aran/020420.xml,are,cop,we,pro:sub,going,part,NOUN,6,84,Aran,2,are_going,2,2,5,1,1
9595,12530,Aran/020413.xml,shall,mod,we,pro:sub,use,v,NOUN,6,84,Aran,2,shall_use,2,2,5,1,1
10765,6294,Nina/020314.xml,S,/s,she,pro:sub,has,v,NOUN,6,84,Nina,2,S_has,2,2,5,1,1
3562,13865,Aran/020128.xml,do,mod,we,pro:sub,do,v,NOUN,6,84,Aran,2,do_do,2,2,5,1,1
24689,1558,Nina/020328.xml,in,prep,your,det:poss,eye,n,DET,4,25,Nina,0,in_eye,0,0,5,1,1
8741,19557,Eve/020200a.xml,what,pro:int,we,pro:sub,did,v,NOUN,6,84,Eve,2,what_did,2,2,5,1,1
3705,23866,Nina/020206.xml,S,/s,he,pro:sub,was,aux,NOUN,6,84,Nina,2,S_was,2,2,5,1,1
20411,22679,Anne/011118.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,5,1,1
18429,15776,Aran/020107.xml,yes,co,he,pro:sub,was,cop,NOUN,6,84,Aran,2,yes_was,2,2,5,1,1
3831,18462,Peter/020415.xml,where's,pro:rel~cop,your,det:poss,new,adj,DET,4,25,Peter,0,where's_new,0,0,5,1,1
18852,21396,Naomi/020405.xml,S,/s,she,pro:sub,said,v,NOUN,6,84,Naomi,2,S_said,2,2,5,1,1
21369,13786,Anne/011120.xml,shall,mod,we,pro:sub,do,v,NOUN,6,84,Anne,2,shall_do,2,2,5,1,1
2097,11095,Aran/020427.xml,doesn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,doesn't_E,2,2,5,1,1
7630,7480,Aran/020121.xml,don't,mod~neg,we,pro:sub,to,inf,NOUN,6,84,Aran,2,don't_to,2,2,5,1,1
2000,19418,Nina/020318.xml,of,prep,your,det:poss,tea,n,DET,4,25,Nina,0,of_tea,0,0,5,1,1
20298,21624,Aran/020225.xml,here,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,here_are,2,2,5,1,1
19725,2811,Aran/020524.xml,here,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,here_are,2,2,5,1,1
16337,9834,Nina/020122.xml,is,cop,she,pro:sub,playing,part,NOUN,6,84,Nina,2,is_playing,2,2,5,1,1
11157,19005,Nina/020115.xml,S,/s,your,det:poss,bottle,n,DET,4,25,Nina,0,S_bottle,0,0,5,1,1
3237,21745,Anne/020108.xml,for,prep,me,pro:obj,then,adv:tem,NOUN,6,72,Anne,1,for_then,1,1,5,1,1
22093,4750,Eve/020100a.xml,there's,pro:exist~cop,your,det:poss,three,det:num,DET,4,25,Eve,0,there's_three,0,0,5,1,1
14544,15123,Anne/020108.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,5,1,1
11937,13029,Nina/020318.xml,have,v,your,det:poss,glass,n,DET,4,25,Nina,0,have_glass,0,0,5,1,1
796,5823,Aran/020009.xml,because,conj,I,pro:sub,haven't,aux~neg,NOUN,6,84,Aran,2,because_haven't,2,2,5,1,1
24045,8231,Anne/020301.xml,make,v,me,pro:obj,some,qn,NOUN,6,72,Anne,1,make_some,1,1,5,1,1
4730,5830,Aran/020009.xml,S,/s,we,pro:sub,left,v,NOUN,6,84,Aran,2,S_left,2,2,5,1,1
2797,20668,Anne/020504.xml,S,/s,we,pro:sub,need,v,NOUN,6,84,Anne,2,S_need,2,2,5,1,1
8188,24457,Aran/020218.xml,is,cop,he,pro:sub,visiting,part,NOUN,6,84,Aran,2,is_visiting,2,2,5,1,1
1798,18940,Nina/020528.xml,is,cop,his,det:poss,face,n,DET,4,25,Nina,0,is_face,0,0,5,1,1
11261,1127,Nina/020524.xml,under,adv,my,det:poss,leg,n,DET,4,25,Nina,0,under_leg,0,0,5,1,1
2720,10876,Eve/020100b.xml,get,v,them,pro:obj,E,/e,NOUN,6,72,Eve,1,get_E,1,1,5,1,1
5009,4685,Anne/020015.xml,like,conj,she,pro:sub,was,aux,NOUN,6,84,Anne,2,like_was,2,2,5,1,1
7751,22217,Eve/020200a.xml,drink,v,your,det:poss,head,n,DET,4,25,Eve,0,drink_head,0,0,5,1,1
16848,23656,Aran/020218.xml,got,v,your,det:poss,doggy,adj,DET,4,25,Aran,0,got_doggy,0,0,5,1,1
10805,10072,Anne/011007.xml,S,/s,he,pro:sub,says,v,NOUN,6,84,Anne,2,S_says,2,2,5,1,1
24628,16194,Anne/020108.xml,that,comp,her,det:poss,car,n,DET,4,25,Anne,0,that_car,0,0,5,1,1
3665,4220,Anne/020029.xml,what,pro:int,we,pro:sub,can,mod,NOUN,6,84,Anne,2,what_can,2,2,5,1,1
12979,17927,Nina/020212.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Nina,2,isn't_E,2,2,5,1,1
7527,15086,Aran/011112.xml,oh,co,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,oh_don't,2,2,5,1,1
4113,4333,Anne/011118.xml,S,/s,I,pro:sub,like,v,NOUN,6,84,Anne,2,S_like,2,2,5,1,1
14683,20804,Aran/020610.xml,now,adv,we,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,now_don't,2,2,5,1,1
24452,1502,Anne/020502.xml,for,prep,her,pro:obj,we,pro:sub,NOUN,6,72,Anne,1,for_we,1,1,5,1,1
18053,6423,Anne/020108.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,5,1,1
9839,11528,Nina/020318.xml,what's,pro:int~cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,what's_doing,2,2,5,1,1
12949,23595,Aran/020009.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Aran,2,is_E,2,2,5,1,1
10668,7988,Nina/020212.xml,dry,v,him,pro:obj,E,/e,NOUN,6,72,Nina,1,dry_E,1,1,5,1,1
17271,9451,Anne/020108.xml,tell,v,me,pro:obj,what,pro:int,NOUN,6,72,Anne,1,tell_what,1,1,5,1,1
3682,21873,Nina/011129.xml,on,prep,your,det:poss,finger,n,DET,4,25,Nina,0,on_finger,0,0,5,1,1
24560,8215,Aran/020503.xml,stopping,part,us,pro:obj,E,/e,NOUN,6,72,Aran,1,stopping_E,1,1,5,1,1
19738,15698,Nina/011129.xml,no,co,he,pro:sub,won't,mod~neg,NOUN,6,84,Nina,2,no_won't,2,2,5,1,1
24096,12198,Anne/020604.xml,and,coord,they,pro:sub,flew,v,NOUN,6,84,Anne,2,and_flew,2,2,5,1,1
8957,12337,Nina/020206.xml,help,v,me,pro:obj,E,/e,NOUN,6,72,Nina,1,help_E,1,1,5,1,1
16704,17386,Anne/020029.xml,S,/s,I,pro:sub,thought,v,NOUN,6,84,Anne,2,S_thought,2,2,5,1,1
17025,10394,Aran/020218.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Aran,2,shall_put,2,2,5,1,1
3151,8052,Eve/020300b.xml,what's,pro:int~cop,our,det:poss,car,n,DET,4,25,Eve,0,what's_car,0,0,5,1,1
17144,7979,Anne/020212.xml,shall,mod,we,pro:sub,make,v,NOUN,6,84,Anne,2,shall_make,2,2,5,1,1
2677,6635,Nina/020527.xml,around,prep,his,det:poss,neck,n,DET,4,25,Nina,0,around_neck,0,0,5,1,1
11442,6943,Aran/020503.xml,when,conj,we,pro:sub,go,v,NOUN,6,84,Aran,2,when_go,2,2,5,1,1
1990,16478,Eve/010900b.xml,yes,co,we,pro:sub,put,v,NOUN,6,84,Eve,2,yes_put,2,2,5,1,1
1034,5650,Aran/020413.xml,didn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,didn't_E,2,2,5,1,1
23597,23243,Nina/020527.xml,is,cop,he,pro:sub,hanging,part,NOUN,6,84,Nina,2,is_hanging,2,2,5,1,1
9816,21532,Anne/011007.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,there_go,2,2,5,1,1
19047,13807,Aran/011112.xml,thrown,part,them,pro:obj,away,adv,NOUN,6,72,Aran,1,thrown_away,1,1,5,1,1
4980,20860,Nina/020122.xml,shall,mod,we,pro:sub,wrap,v,NOUN,6,84,Nina,2,shall_wrap,2,2,5,1,1
16759,14580,Naomi/011003.xml,didn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Naomi,2,didn't_E,2,2,5,1,1
7156,13873,Aran/020413.xml,in,prep,your,det:poss,hut,n,DET,4,25,Aran,0,in_hut,0,0,5,1,1
18346,18132,Anne/020400.xml,what,pro:int,I,pro:sub,thought,v,NOUN,6,84,Anne,2,what_thought,2,2,5,1,1
8550,17170,Eve/020100a.xml,put,v,them,pro:obj,away,adv,NOUN,6,72,Eve,1,put_away,1,1,5,1,1
2621,5166,Anne/020108.xml,of,prep,your,det:poss,chips,n,DET,4,25,Anne,0,of_chips,0,0,5,1,1
6844,16355,Peter/010908.xml,take,v,your,det:poss,shoes,n,DET,4,25,Peter,0,take_shoes,0,0,5,1,1
15150,1516,Nina/020426.xml,did,mod,we,pro:sub,get,v,NOUN,6,84,Nina,2,did_get,2,2,5,1,1
11353,17497,Nina/020527.xml,is,cop,he,pro:sub,going,part,NOUN,6,84,Nina,2,is_going,2,2,5,1,1
1345,699,Naomi/020225.xml,yeah,co,I,pro:sub,was,aux,NOUN,6,84,Naomi,2,yeah_was,2,2,5,1,1
15368,18574,Aran/020121.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,S_don't,2,2,5,1,1
11923,5825,Nina/020122.xml,no,co,I,pro:sub,won't,mod~neg,NOUN,6,84,Nina,2,no_won't,2,2,5,1,1
6928,13444,Eve/020100a.xml,fixed,v,them,pro:obj,for,prep,NOUN,6,72,Eve,1,fixed_for,1,1,5,1,1
10395,16723,Nina/020525.xml,of,prep,his,det:poss,wheel,n,DET,4,25,Nina,0,of_wheel,0,0,5,1,1
20829,16842,Nina/011116.xml,shall,mod,I,pro:sub,untie,v,NOUN,6,84,Nina,2,shall_untie,2,2,5,1,1
16259,22627,Naomi/020018.xml,pull,v,your,det:poss,chair,n,DET,4,25,Naomi,0,pull_chair,0,0,5,1,1
17007,11709,Nina/020024.xml,giving,part,me,pro:obj,a,det:art,NOUN,6,72,Nina,1,giving_a,1,1,5,1,1
18052,1281,Peter/020503.xml,scrub,v,your,det:poss,face,n,DET,4,25,Peter,0,scrub_face,0,0,5,1,1
21958,14035,Anne/020320.xml,with,prep,him,pro:obj,E,/e,NOUN,6,72,Anne,1,with_E,1,1,5,1,1
19095,10730,Anne/011007.xml,that's,pro:dem~cop,my,det:poss,cake,n,DET,4,25,Anne,0,that's_cake,0,0,5,1,1
21596,15922,Nina/020122.xml,was,cop,he,pro:sub,on,adv,NOUN,6,84,Nina,2,was_on,2,2,5,1,1
19153,2862,Aran/020107.xml,wipe,v,your,det:poss,nose,n,DET,4,25,Aran,0,wipe_nose,0,0,5,1,1
19310,10006,Anne/020320.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,5,1,1
15295,24519,Aran/020211.xml,aren't,aux~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,5,1,1
2063,17008,Anne/020301.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,5,1,1
2788,20936,Anne/020301.xml,didn't,mod~neg,they,pro:sub,E,/e,NOUN,6,84,Anne,2,didn't_E,2,2,5,1,1
12336,8073,Nina/020129.xml,what,pro:int,I,pro:sub,just,adv,NOUN,6,84,Nina,2,what_just,2,2,5,1,1
13453,10940,Anne/020400.xml,then,adv:tem,they,pro:sub,come,v,NOUN,6,84,Anne,2,then_come,2,2,5,1,1
2685,906,Aran/020002.xml,have,aux,we,pro:sub,got,v,NOUN,6,84,Aran,2,have_got,2,2,5,1,1
1399,2211,Peter/011011.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Peter,1,want_to,1,1,5,1,1
15279,6341,Aran/020315.xml,here,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,here_are,2,2,5,1,1
349,13909,Naomi/020317.xml,S,/s,I,pro:sub,was,cop,NOUN,6,84,Naomi,2,S_was,2,2,5,1,1
12876,24453,Nina/020525.xml,S,/s,we,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,5,1,1
6751,13698,Aran/020413.xml,willn't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,willn't_E,2,2,5,1,1
10374,17273,Nina/020528.xml,is,cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,is_doing,2,2,5,1,1
951,9718,Aran/020128.xml,find,v,me,pro:obj,the,det:art,NOUN,6,72,Aran,1,find_the,1,1,5,1,1
11911,2550,Aran/020420.xml,shall,mod,we,pro:sub,throw,v,NOUN,6,84,Aran,2,shall_throw,2,2,5,1,1
14073,19508,Anne/011007.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Anne,2,isn't_E,2,2,5,1,1
10545,7961,Anne/011007.xml,shall,mod,we,pro:sub,take,v,NOUN,6,84,Anne,2,shall_take,2,2,5,1,1
13254,21707,Nina/020212.xml,are,cop,they,pro:sub,hungry,adj,NOUN,6,84,Nina,2,are_hungry,2,2,5,1,1
6659,14643,Anne/011104.xml,doesn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,doesn't_E,2,2,5,1,1
3303,15453,Anne/020400.xml,S,/s,they,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,S_don't,2,2,5,1,1
611,15515,Aran/020413.xml,willn't,mod~neg,we,pro:sub,if,conj,NOUN,6,84,Aran,2,willn't_if,2,2,5,1,1
20060,17959,Anne/020328.xml,dry,v,her,pro:obj,E,/e,NOUN,6,72,Anne,1,dry_E,1,1,5,1,1
2359,23821,Anne/020604.xml,it,pro:per,her,det:poss,pants,v,DET,4,25,Anne,0,it_pants,0,0,5,1,1
7410,19405,Aran/020503.xml,S,/s,he,pro:sub,couldn't,mod~neg,NOUN,6,84,Aran,2,S_couldn't,2,2,5,1,1
19082,2298,Eve/020200b.xml,of,prep,your,det:poss,pictures,n,DET,4,25,Eve,0,of_pictures,0,0,5,1,1
15196,4182,Aran/020503.xml,wasn't,cop~neg,she,pro:sub,and,coord,NOUN,6,84,Aran,2,wasn't_and,2,2,5,1,1
4156,10970,Eve/010600b.xml,may,mod,I,pro:sub,have,v,NOUN,6,84,Eve,2,may_have,2,2,5,1,1
14586,24727,Anne/020504.xml,have,v,we,pro:sub,E,/e,NOUN,6,84,Anne,2,have_E,2,2,5,1,1
19619,22912,Eve/010900b.xml,can,mod,she,pro:sub,E,/e,NOUN,6,84,Eve,2,can_E,2,2,5,1,1
10225,12043,Anne/020212.xml,Jim,n:prop,I,pro:sub,don't,mod~neg,NOUN,6,84,Anne,2,Jim_don't,2,2,5,1,1
8775,9248,Eve/020100b.xml,have,v,his,det:poss,lunch,n,DET,4,25,Eve,0,have_lunch,0,0,5,1,1
22891,24847,Aran/020009.xml,doesn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,doesn't_E,2,2,5,1,1
16954,8333,Naomi/020508.xml,for,prep,me,pro:obj,okay,adj,NOUN,6,72,Naomi,1,for_okay,1,1,5,1,1
24215,15240,Nina/020418.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,5,1,1
1026,14000,Aran/020413.xml,willn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,willn't_E,2,2,5,1,1
15403,7813,Naomi/011019.xml,S,/s,I,pro:sub,just,adv,NOUN,6,84,Naomi,2,S_just,2,2,5,1,1
4026,504,Anne/011007.xml,to,prep,her,pro:obj,E,/e,NOUN,6,72,Anne,1,to_E,1,1,5,1,1
5837,24574,Eve/020000a.xml,S,/s,I,pro:sub,hafta,mod~inf,NOUN,6,84,Eve,2,S_hafta,2,2,5,1,1
7206,1760,Anne/020525.xml,will,mod,he,pro:sub,stay,v,NOUN,6,84,Anne,2,will_stay,2,2,5,1,1
17567,19111,Anne/020017.xml,shall,mod,we,pro:sub,make,v,NOUN,6,84,Anne,2,shall_make,2,2,5,1,1
23778,8275,Aran/020420.xml,nibble,v,her,det:poss,toes,n,DET,4,25,Aran,0,nibble_toes,0,0,5,1,1
4939,12602,Anne/011118.xml,can't,mod~neg,we,pro:sub,go,v,NOUN,6,84,Anne,2,can't_go,2,2,5,1,1
6101,18350,Aran/020225.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,there_are,2,2,5,1,1
11119,11120,Aran/020413.xml,did,mod,we,pro:sub,eat,v,NOUN,6,84,Aran,2,did_eat,2,2,5,1,1
6136,13934,Nina/020412.xml,there,adv,I,pro:sub,rolled,v,NOUN,6,84,Nina,2,there_rolled,2,2,5,1,1
20244,9328,Aran/020413.xml,tell,v,him,pro:obj,that,comp,NOUN,6,72,Aran,1,tell_that,1,1,5,1,1
14739,15004,Aran/020610.xml,S,/s,I,pro:sub,wanted,v,NOUN,6,84,Aran,2,S_wanted,2,2,5,1,1
1733,1776,Eve/011000a.xml,show,v,me,pro:obj,the,det:art,NOUN,6,72,Eve,1,show_the,1,1,5,1,1
11381,18444,Aran/020009.xml,because,conj,they,pro:sub,might,mod,NOUN,6,84,Aran,2,because_might,2,2,5,1,1
7898,17377,Aran/020315.xml,shall,mod,I,pro:sub,send,v,NOUN,6,84,Aran,2,shall_send,2,2,5,1,1
21189,21146,Nina/020010.xml,shall,mod,we,pro:sub,bring,v,NOUN,6,84,Nina,2,shall_bring,2,2,5,1,1
21805,1053,Nina/020115.xml,did,mod,we,pro:sub,go,v,NOUN,6,84,Nina,2,did_go,2,2,5,1,1
13885,20716,Anne/020328.xml,did,mod,he,pro:sub,get,v,NOUN,6,84,Anne,2,did_get,2,2,5,1,1
21815,16637,Aran/020009.xml,are,cop,they,pro:sub,E,/e,NOUN,6,84,Aran,2,are_E,2,2,5,1,1
585,19413,Nina/020318.xml,here's,pro:exist~cop,his,det:poss,collar,n,DET,4,25,Nina,0,here's_collar,0,0,5,1,1
171,17280,Aran/020427.xml,tell,v,me,pro:obj,E,/e,NOUN,6,72,Aran,1,tell_E,1,1,5,1,1
23733,23860,Anne/020525.xml,shall,mod,we,pro:sub,find,v,NOUN,6,84,Anne,2,shall_find,2,2,5,1,1
6624,101,Anne/020328.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,5,1,1
22825,22190,Eve/011100b.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Eve,2,S_see,2,2,5,1,1
12840,17830,Peter/020522.xml,well,n,he,pro:sub,has,v,NOUN,6,84,Peter,2,well_has,2,2,5,1,1
14385,3599,Aran/020211.xml,hasn't,aux~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,hasn't_E,2,2,5,1,1
12571,6705,Anne/011104.xml,shall,mod,we,pro:sub,tidy,v,NOUN,6,84,Anne,2,shall_tidy,2,2,5,1,1
21950,23106,Aran/020121.xml,are,cop,we,pro:sub,going,part,NOUN,6,84,Aran,2,are_going,2,2,5,1,1
13745,21132,Nina/020527.xml,want,v,them,pro:obj,together,adv,NOUN,6,72,Nina,1,want_together,1,1,5,1,1
11052,24588,Nina/020305.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Nina,2,S_see,2,2,5,1,1
15323,10138,Nina/011124.xml,put,v,your,det:poss,pajamas,n,DET,4,25,Nina,0,put_pajamas,0,0,5,1,1
13304,15521,Nina/020527.xml,okay,adj,I,pro:sub,show,v,NOUN,6,84,Nina,2,okay_show,2,2,5,1,1
10858,12209,Anne/020015.xml,S,/s,I,pro:sub,haven't,aux~neg,NOUN,6,84,Anne,2,S_haven't,2,2,5,1,1
8380,6819,Anne/020301.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,5,1,1
11838,12664,Nina/020206.xml,in,prep,his,det:poss,hand,n,DET,4,25,Nina,0,in_hand,0,0,5,1,1
12268,13063,Aran/020503.xml,S,/s,he,pro:sub,couldn't,mod~neg,NOUN,6,84,Aran,2,S_couldn't,2,2,5,1,1
3486,12506,Nina/020024.xml,S,/s,I,pro:sub,twisted,v,NOUN,6,84,Nina,2,S_twisted,2,2,5,1,1
3882,10111,Anne/011104.xml,if,comp,we,pro:sub,just,adj,NOUN,6,84,Anne,2,if_just,2,2,5,1,1
14340,9030,Anne/011118.xml,did,mod,we,pro:sub,go,v,NOUN,6,84,Anne,2,did_go,2,2,5,1,1
9813,8757,Nina/020212.xml,is,cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,is_doing,2,2,5,1,1
15743,15177,Nina/020115.xml,S,/s,I,pro:sub,never,adv,NOUN,6,84,Nina,2,S_never,2,2,5,1,1
5999,8600,Anne/020504.xml,here,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,here_are,2,2,5,1,1
7622,20424,Nina/020122.xml,S,/s,I,pro:sub,can't,mod~neg,NOUN,6,84,Nina,2,S_can't,2,2,5,1,1
2547,12194,Naomi/011010b.xml,S,/s,he,pro:sub,wanted,v,NOUN,6,84,Naomi,2,S_wanted,2,2,5,1,1
3495,1653,Anne/020120.xml,S,/s,I,pro:sub,was,aux,NOUN,6,84,Anne,2,S_was,2,2,5,1,1
14197,6503,Anne/020400.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Anne,2,is_E,2,2,5,1,1
21249,23953,Nina/011129.xml,find,v,him,pro:obj,E,/e,NOUN,6,72,Nina,1,find_E,1,1,5,1,1
5679,5247,Nina/020305.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Nina,2,is_E,2,2,5,1,1
4959,6655,Naomi/011120.xml,now,adv,we,pro:sub,know,v,NOUN,6,84,Naomi,2,now_know,2,2,5,1,1
21632,21767,Nina/020527.xml,did,mod,he,pro:sub,do,v,NOUN,6,84,Nina,2,did_do,2,2,5,1,1
952,19714,Aran/020225.xml,S,/s,he,pro:sub,goes,v,NOUN,6,84,Aran,2,S_goes,2,2,5,1,1
19157,3364,Eve/010900c.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Eve,2,S_see,2,2,5,1,1
13862,20051,Aran/020413.xml,don't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,don't_E,2,2,5,1,1
8574,24268,Nina/020525.xml,S,/s,he,pro:sub,was,aux,NOUN,6,84,Nina,2,S_was,2,2,5,1,1
21500,4227,Anne/011106.xml,putting,part,them,pro:obj,away,adv,NOUN,6,72,Anne,1,putting_away,1,1,5,1,1
14167,8103,Eve/020100a.xml,am,cop,I,pro:sub,doing,part,NOUN,6,84,Eve,2,am_doing,2,2,5,1,1
13399,17324,Nina/020524.xml,shall,mod,I,pro:sub,put,v,NOUN,6,84,Nina,2,shall_put,2,2,5,1,1
13167,18358,Aran/020420.xml,S,/s,we,pro:sub,do,v,NOUN,6,84,Aran,2,S_do,2,2,5,1,1
7531,3491,Eve/020100b.xml,S,/s,I,pro:sub,should,mod,NOUN,6,84,Eve,2,S_should,2,2,5,1,1
7624,6487,Anne/020320.xml,there're,pro:exist~cop,his,det:poss,ears,n,DET,4,25,Anne,0,there're_ears,0,0,5,1,1
19825,2138,Anne/020301.xml,them,pro:obj,I,pro:sub,think,v,NOUN,6,84,Anne,2,them_think,2,2,5,1,1
12565,8741,Aran/020610.xml,send,v,him,pro:obj,down,adv,NOUN,6,72,Aran,1,send_down,1,1,5,1,1
21302,24781,Peter/020010.xml,tell,v,her,pro:obj,what,pro:int,NOUN,6,72,Peter,1,tell_what,1,1,5,1,1
15335,3768,Aran/020503.xml,shall,mod,we,pro:sub,get,v,NOUN,6,84,Aran,2,shall_get,2,2,5,1,1
5521,7749,Eve/020100a.xml,in,prep,them,pro:obj,E,/e,NOUN,6,72,Eve,1,in_E,1,1,5,1,1
19074,13047,Anne/011021.xml,isn't,cop~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,isn't_E,2,2,5,1,1
324,12269,Anne/020108.xml,didn't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Anne,2,didn't_E,2,2,5,1,1
24504,22792,Aran/020427.xml,was,cop,my,det:poss,Aunty,n:prop,DET,4,25,Aran,0,was_Aunty,0,0,5,1,1
